"nome_fantasia";"razao_social";"municipio";"id_cnes";"tipo"
CLUBE DA TERCEIRA IDADE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2286726;POLICLINICA
UNIDADE BASICA DE SAUDE DR JAMIL ABIDO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2286734;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DA FAMILIA SANTO AMARO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2286793;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO REFERENCIA TRATAMENTO DA CRIANCA E DO ADOLESCENTE;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2287013;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE IPS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2287064;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DA FAMILIA PARQUE PRAZERES;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2287145;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE PRE HOSPITALAR DE URURAI;FUNDACAO MUNICIPAL DE SAUDE;CAMPOS DOS GOYTACAZES;2287161;PRONTO ATENDIMENTO
SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS;SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS;CAMPOS DOS GOYTACAZES;2287250;HOSPITAL GERAL
VIGILANCIA EPIDEMIOLOGICA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2287471;UNIDADE DE VIGILANCIA EM SAUDE
HOSPITAL FERREIRA MACHADO;FUNDACAO MUNICIPAL DE SAUDE;CAMPOS DOS GOYTACAZES;2287579;HOSPITAL GERAL
ESF VARGEM GRANDE ANTONIO CARDOSO DA SILVEIRA;MUNICIPIO DE BARRA DO PIRAI;BARRA DO PIRAI;2287706;CENTRO DE SAUDE/UNIDADE BASICA
ESF CALIFORNIA MODULO I JOAO ELIAS GUEDES;MUNICIPIO DE BARRA DO PIRAI;BARRA DO PIRAI;2287722;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE ALBERT SABIN;MUNICIPIO DE BARRA DO PIRAI;BARRA DO PIRAI;2287757;CENTRO DE IMUNIZACAO
ESF OFICINAS VELHAS DELCY PEDRO LOURENCO;MUNICIPIO DE BARRA DO PIRAI;BARRA DO PIRAI;2287846;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL E MATERNIDADE MARIA DE NAZARE;CENTRO ESPIRITA PAI JOSE CAMBINDA;BARRA DO PIRAI;2287927;HOSPITAL GERAL
SMS CMS MARCOLINO CANDAU AP 10;SMS RIO CMS MARCOLINO CANDAU AP 10;RIO DE JANEIRO;2288346;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS PINDARO DE CARVALHO RODRIGUES AP 21;SMS RIO CMS PINDARO DE CARVALHO RODRIGUES AP 21;RIO DE JANEIRO;2288370;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE GRANDE ALEGRIA;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;RESENDE;2288389;CENTRO DE SAUDE/UNIDADE BASICA
USF ITAPUCA;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;RESENDE;2288397;CENTRO DE SAUDE/UNIDADE BASICA
USF PARAISO;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;RESENDE;2288435;CENTRO DE SAUDE/UNIDADE BASICA
USF JARDIM PRIMAVERA;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;RESENDE;2288664;CENTRO DE SAUDE/UNIDADE BASICA
USF NOVO SURUBI;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;RESENDE;2288850;CENTRO DE SAUDE/UNIDADE BASICA
USF MARIA VERONICA SILVA SAO FRANCISCO DE ASSIS;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;2289083;CENTRO DE SAUDE/UNIDADE BASICA
USF ISMAEL ALVES DE SOUZA VISTA ALEGRE;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2289091;CENTRO DE SAUDE/UNIDADE BASICA
SIRENE III USF NOVE DE ABRIL;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;2289113;CENTRO DE SAUDE/UNIDADE BASICA
USF REDENTOR;SMS BELFORD ROXO;BELFORD ROXO;2289407;CENTRO DE SAUDE/UNIDADE BASICA
USF VILAR NOVO;SMS BELFORD ROXO;BELFORD ROXO;2289482;CENTRO DE SAUDE/UNIDADE BASICA
USF RECANTUS ANTONIO FRANCISCO RIBEIRO;SMS BELFORD ROXO;BELFORD ROXO;2289504;CENTRO DE SAUDE/UNIDADE BASICA
USF PARQUE AMORIM;SMS BELFORD ROXO;BELFORD ROXO;2289660;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE ESPECIALIDADE DE JAPUIBA;SMSDC DE CACHOEIRAS DE MACACU;CACHOEIRAS DE MACACU;2289792;CLINICA/CENTRO DE ESPECIALIDADE
ESF MARAPORA;SMSDC DE CACHOEIRAS DE MACACU;CACHOEIRAS DE MACACU;2289806;CENTRO DE SAUDE/UNIDADE BASICA
PSF JOAO NICOLAU GUZZO;PREFEITURA MUNICIPAL DE CANTAGALO;CANTAGALO;2289946;POSTO DE SAUDE
HOSPITAL MUNICIPAL ADAO PEREIRA NUNES;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2290227;HOSPITAL GERAL
CENTRO PEDIATRICO E NUTRICIONAL;PREFEITURA MUNICIPAL DE SAUDE DE GUAPIMIRIM;GUAPIMIRIM;2290286;CLINICA/CENTRO DE ESPECIALIDADE
UNIDADE DE SAUDE DA FAMILIA VER EUGENIO MARINS COUTINHO;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;2290316;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA RETA NOVA;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;2290324;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE DE ITAOCARA;MUNICIPIO DE ITAOCARA;ITAOCARA;2290413;POLICLINICA
POSTO DE SAUDE NOVO HORIZONTE;NILOPOLIS PREFEITURA;NILOPOLIS;2290634;POSTO DE SAUDE
POSTO MEDICO SANITARIO CABRAL;NILOPOLIS PREFEITURA;NILOPOLIS;2290642;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA POSTO CHATUBA;NILOPOLIS PREFEITURA;NILOPOLIS;2290669;CENTRO DE SAUDE/UNIDADE BASICA
POSTO MEDICO SANITARIO NOVA CIDADE;NILOPOLIS PREFEITURA;NILOPOLIS;2290820;CENTRO DE SAUDE/UNIDADE BASICA
UBS WERNECK UNIDADE PEDRO ALVES DE SOUZA;SECRETARIA MUNICIPAL DE SAUDE DE PARAIBA DO SUL;PARAIBA DO SUL;2290979;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE DR DERLY HELLENA;SECRETARIA MUNICIPAL DE SAUDE DE PARATY;PARATY;2290987;CLINICA/CENTRO DE ESPECIALIDADE
SMS CMS JOSE MESSIAS DO CARMO AP 10;SMS RIO CMS JOSE MESSIAS DO CARMO AP 10;RIO DE JANEIRO;2291274;CENTRO DE SAUDE/UNIDADE BASICA
UBS BUENA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;SAO FRANCISCO DE ITABAPOANA;2291363;CENTRO DE SAUDE/UNIDADE BASICA
UBS EDMARA SOUZA DA SILVA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;SAO FRANCISCO DE ITABAPOANA;2291452;CENTRO DE SAUDE/UNIDADE BASICA
UBS FLORESTA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;SAO FRANCISCO DE ITABAPOANA;2291460;CENTRO DE SAUDE/UNIDADE BASICA
UBS RAPHAEL NOLASCO MOREIRA;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;SAO FRANCISCO DE ITABAPOANA;2291487;CENTRO DE SAUDE/UNIDADE BASICA
POLO SANITARIO DR WASHINGTON LUIZ LOPES;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2291533;CENTRO DE SAUDE/UNIDADE BASICA
USF LUIZ CARLOS PRESTES;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2291703;CENTRO DE SAUDE/UNIDADE BASICA
POLICLINICA DO COELHO DOUTOR AECIO NANCI;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2291746;POLICLINICA
CLINICA MUNICIPAL GONCALENSE UNIDADE BARRO VERMELHO;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2291789;POLICLINICA
USF BARBOSA LIMA SOBRINHO;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2291894;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DA SAUDE DA FAMILIA ESF ANTONIO MORAES FILHO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DE UBA;SAO JOSE DE UBA;2292238;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MATERNIDADE SANTA THERESINHA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO VALE DO RIO PRE;SAO JOSE DO VALE DO RIO PRETO;2292270;HOSPITAL GERAL
CENTRO DE VIGILANCIA EM SAUDE;SMS SUMIDOURO;SUMIDOURO;2292378;UNIDADE DE VIGILANCIA EM SAUDE
UNIDADE BASICA DE SAUDE DA FAMILIA DE FONTE SANTA;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2292408;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO MUNICIPAL DE SAUDE DR ARMANDO GOMES SA COUTO;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2292424;CLINICA/CENTRO DE ESPECIALIDADE
UNIDADE BASICA DE SAUDE DA FAMILIA DE GRANJA GUARANI;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2292467;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DA FAMILIA DE ROSARIO;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2292475;CENTRO DE SAUDE/UNIDADE BASICA
UBS BEMPOSTA;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;2292548;CENTRO DE SAUDE/UNIDADE BASICA
UBS PONTO AZUL;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;2292556;CENTRO DE SAUDE/UNIDADE BASICA
UBS MORADA DO SOL;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;2292572;CENTRO DE SAUDE/UNIDADE BASICA
UBS WERNECK MARINE;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;2292610;CENTRO DE SAUDE/UNIDADE BASICA
ESF OSORIO;MUNICIPIO DE VALENCA;VALENCA;2292831;CENTRO DE SAUDE/UNIDADE BASICA
ESF CONSERVATORIA;MUNICIPIO DE VALENCA;VALENCA;2292874;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL ESCOLA LUIZ GIOSEFFI JANNUZZI;FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE;VALENCA;2292912;HOSPITAL GERAL
ESF PARQUE PENTAGNA;MUNICIPIO DE VALENCA;VALENCA;2293048;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE ESPECIALIDADES RODOLFO ESTACIO GAMBETA;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU;CONCEICAO DE MACABU;2293463;POSTO DE SAUDE
PSF CENTRO;MUNICIPIO DE CORDEIRO;CORDEIRO;2293528;CENTRO DE SAUDE/UNIDADE BASICA
PSF LAVRINHAS;MUNICIPIO DE CORDEIRO;CORDEIRO;2293552;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO POLICLINICO BAIRRO DE FATIMA;SECRETARIA MUNICIPAL DE SAUDE DE PORTO REAL;PORTO REAL;2293641;POLICLINICA
POLICLINICA WALTER GOMES FRANCKLIN;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;2293749;POLICLINICA
UBS MONTE CASTELO;PREFEITURA MUNICIPAL DE TRES RIOS;TRES RIOS;2293757;CENTRO DE SAUDE/UNIDADE BASICA
SUB POSTO PAIOL;NILOPOLIS PREFEITURA;NILOPOLIS;2293870;POSTO DE SAUDE
UNIDADE BASICA DE SAUDE VILA RICA;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;2294141;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA MARIA DO ROSARIO OLIVEIRA;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;2294176;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE GOVERNADOR PORTELA;SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL PEREIRA;MIGUEL PEREIRA;2294257;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA DO CRUZEIRO;MUNICIPIO DE PINHEIRAL;PINHEIRAL;2294508;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA BELA VISTA;MUNICIPIO DE PINHEIRAL;PINHEIRAL;2294516;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA IPE;MUNICIPIO DE PINHEIRAL;PINHEIRAL;2294524;CENTRO DE SAUDE/UNIDADE BASICA
ESF CENTRO CIMARLEI LEITE DA CRUZ;SECRETARIA MUNICIPAL DE SAUDE E PROMOCAO SOCIAL;SAO FIDELIS;2294648;CENTRO DE SAUDE/UNIDADE BASICA
UBS CAMBIASCA;SECRETARIA MUNICIPAL DE SAUDE E PROMOCAO SOCIAL;SAO FIDELIS;2294672;POSTO DE SAUDE
ESF BOA ESPERANCA;SECRETARIA MUNICIPAL DE SAUDE E PROMOCAO SOCIAL;SAO FIDELIS;2294710;POSTO DE SAUDE
ESF VILA DOS COROADOS AUGUSTO JOSE DE ANDRADE;SECRETARIA MUNICIPAL DE SAUDE E PROMOCAO SOCIAL;SAO FIDELIS;2294753;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA BANDEIRANTES II;SECRETARIA MUNICIPAL DE SAUDE DE TANGUA;TANGUA;2294885;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MARIA CRISTINA ROMA PAUGARTTEN AP 31;SMS RIO CMS MARIA CRISTINA ROMA PAUGARTTEN AP 31;RIO DE JANEIRO;2295032;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF JOAO BATISTA CHAGAS AP 53;SMS RIO CF DR JOAO BATISTA CHAGAS AP53;RIO DE JANEIRO;2295237;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF WALDEMAR BERARDINELLI AP 53;SMS RIO CF PROF WALDEMAR BERARDINELLI AP 53;RIO DE JANEIRO;2295253;CENTRO DE SAUDE/UNIDADE BASICA
SMS HOSPITAL MUNICIPAL ROCHA FARIA AP 52;SMS RIO HOSPITAL MUNICIPAL ROCHA FARIA AP 52;RIO DE JANEIRO;2295407;HOSPITAL GERAL
UNIDADE SAUDE FAMILIA MARIA DA GL L P PTE DAS LARANJEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE PIRAI;PIRAI;2295571;CENTRO DE SAUDE/UNIDADE BASICA
MSC LAGES I;MUNICIPIO DE PARACAMBI;PARACAMBI;2295644;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE ALBA MONTEIRO BERNARDES;SMS DE PATY DO ALFERES;PATY DO ALFERES;2295695;CLINICA/CENTRO DE ESPECIALIDADE
UNIDADE DE SAUDE DA FAMILIA IMBARIE;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2295865;CENTRO DE SAUDE/UNIDADE BASICA
UBS IGUABA PEQUENA ENFERMEIRA STELLA VIGNA MACIEL;PREFEITURA MUNICIPAL DE IGUABA GRANDE;IGUABA GRANDE;2295938;CENTRO DE SAUDE/UNIDADE BASICA
UBS NOVA IGUABA SR NARCIANILO P DE MACEDO;PREFEITURA MUNICIPAL DE IGUABA GRANDE;IGUABA GRANDE;2295946;CENTRO DE SAUDE/UNIDADE BASICA
ESF ATAFONA;MUNICIPIO DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;2295989;CENTRO DE SAUDE/UNIDADE BASICA
ESF PALACETE;MUNICIPIO DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;2296012;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DE SAUDE DA FAMILIA DO ORINDI;PREFEITURA MUNICIPAL DE GUAPIMIRIM;GUAPIMIRIM;2296144;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA BAIRRO JARDIM DAS ACACIAS;SECRETARIA MUNICIPAL DE SAUDE DE PORTO REAL;PORTO REAL;2296225;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA JOSE FERREIRA DE SOUZA;PREFEITURA MUNICIPAL DE VASSOURAS;VASSOURAS;2296357;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DR NELSON DOS SANTOS GONCALVES;PREFEITURA MUNICIPAL DE VASSOURAS;VASSOURAS;2296365;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NAGIB JORGE FARAH AP 31;SMS RIO CMS DR NAGIB JORGE FARAH AP 31;RIO DE JANEIRO;2296535;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS JORGE SALDANHA BANDEIRA DE MELLO AP 40;SMS RIO CMS JORGE SALDANHA BANDEIRA DE MELLO AP 40;RIO DE JANEIRO;2296543;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS AMERICO VELOSO AP 31;SMS RIO CMS AMERICO VELOSO AP 31;RIO DE JANEIRO;2296551;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NASCIMENTO GURGEL AP 33;SMS RIO CMS DR NASCIMENTO GURGEL AP 33;RIO DE JANEIRO;2296586;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DO TAQUARI;SECRETARIA MUNICIPAL DE SAUDE DE PARATY;PARATY;2296683;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE JULIO BARROS;MUNICIPIO DE QUEIMADOS;QUEIMADOS;2297019;CENTRO DE SAUDE/UNIDADE BASICA
POLO SANITARIO HELIO CRUZ;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2297213;CENTRO DE SAUDE/UNIDADE BASICA
POLO SANITARIO RIO DO OURO DR AUGUSTO SENNA;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2297256;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO ESPECIALIZADO EM REABILITACAO CER III;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;2297299;POLICLINICA
MATERNIDADE MUNICIPAL DR MARIO NIAJAR;MUNICIPIO DE SAO GONCALO;SAO GONCALO;2297590;HOSPITAL ESPECIALIZADO
UNIDADE BASICA DE SAUDE DA FAMILIA DE VARGEM GRANDE;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2297736;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DA FAMILIA DE GRANJA FLORESTAL;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2297752;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL DAS CLINICAS DE TERESOPOLIS;FESO FUNDACAO EDUCACIONAL SERRA DOS ORGAOS;TERESOPOLIS;2297795;HOSPITAL GERAL
PRONTO SOCORRO PARQUE AEROPORTO;MUNICIPIO DE MACAE;MACAE;2297825;POLICLINICA
SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51;SMS RIO HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51;RIO DE JANEIRO;2298120;HOSPITAL GERAL
USF SANTA LUCIA;SECRETARIA MUNICIPAL DE SAUDE;BARRA MANSA;2298147;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL DOS PLANTADORES DE CANA;ASSOCIACAO FLUMINENSE DE ASSIST A MULHER CRIANCA E AO IDOSO;CAMPOS DOS GOYTACAZES;2298317;HOSPITAL GERAL
UNIDADE DE SAUDE DA FAMILIA VILA SERRANA I;MUNICIPIO DE MAGE;MAGE;2298465;CENTRO DE SAUDE/UNIDADE BASICA
USF DO YPIRANGA DR MAURICIO TOCCI LOURES;MUNICIPIO DE MAGE;MAGE;2298473;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DE FAMILIA DO PARTIDO;MUNICIPIO DE MAGE;MAGE;2298481;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DO PARQUE CACULA;MUNICIPIO DE MAGE;MAGE;2298503;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE PAU GRANDE;MUNICIPIO DE MAGE;MAGE;2298562;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA CIDADE PRAIANA;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;RIO DAS OSTRAS;2298694;CENTRO DE SAUDE/UNIDADE BASICA
MMF JULIO DIAS GONZALES;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;2298783;CENTRO DE SAUDE/UNIDADE BASICA
MMF DR ALOISIO BRAZIL;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;2298813;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA CIRLEI RODRIGUES VIANA LELEI;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;2693895;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE SINDICATO PSF;FUNDO MUNICPAL DE SAUDE;NATIVIDADE;2696371;CENTRO DE SAUDE/UNIDADE BASICA
UBS UBAS DOUTOR SYLVIO DE OLIVEIRA;PREFEITURA MUNICIPAL DE IGUABA GRANDE;IGUABA GRANDE;2696517;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA SAO JOSE;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2696525;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA DR JORGE CAMPOS;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2696533;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE TRINDADE;SECRETARIA MUNICIPAL DE SAUDE DE PARATY;PARATY;2696614;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE DA FAMILIA ALTO DE SAO JOSE;FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM;BOM JARDIM;2696681;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE VIGILANCIA EM SAUDE;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2696711;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA MUMBUCA;MUNICIPIO DE MARICA;MARICA;2696789;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA SANTA PAULA;MUNICIPIO DE MARICA;MARICA;2696797;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA UBATIBA;MUNICIPIO DE MARICA;MARICA;2696800;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL DR CELSO MARTINS;SMSDC DE CACHOEIRAS DE MACACU;CACHOEIRAS DE MACACU;2696924;HOSPITAL GERAL
ESF AJUDA B;MUNICIPIO DE MACAE;MACAE;2702916;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE SAO PEDRO PSF;FUNDO MUNICPAL DE SAUDE;NATIVIDADE;2704307;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO MUNICIPAL SAUDE DR MARIO SIMAO ASSAF;SMSDC DE CACHOEIRAS DE MACACU;CACHOEIRAS DE MACACU;2704552;POSTO DE SAUDE
HOSPITAL MUNICIPAL HUGO MIRANDA;SECRETARIA MUNICIPAL DE SAUDE DE PARATY;PARATY;2704587;HOSPITAL GERAL
HOSPITAL DR NELSON DOS SANTOS GONCALVES;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2708078;HOSPITAL GERAL
SMS CMS CESAR PERNETTA AP 32;SMS RIO CMS CESAR PERNETTA AP 32;RIO DE JANEIRO;2708167;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS DECIO AMARAL FILHO AP 53;SMS RIO CMS DR DECIO AMARAL FILHO AP53;RIO DE JANEIRO;2708183;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MARIO OLINTO DE OLIVEIRA AP 33;SMS RIO CMS MARIO OLINTO DE OLIVEIRA AP 33;RIO DE JANEIRO;2708205;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS HARVEY RIBEIRO DE SOUZA FILHO AP 40;SMS RIO CMS HARVEY RIBEIRO DE SOUZA FILHO AP 40;RIO DE JANEIRO;2708213;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS ERNANI AGRICOLA AP 10;SMS RIO CMS ERNANI AGRICOLA AP 10;RIO DE JANEIRO;2708426;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MANOEL JOSE FERREIRA AP 21;SMS RIO CMS MANOEL JOSE FERREIRA AP 21;RIO DE JANEIRO;2708434;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DA FAMILIA DE ARARAS;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;2715945;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA PARADA ANGELICA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2778599;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA JARDIM ANHANGA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2778602;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VILA MARIA HELENA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2778661;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS CARLOS FIGUEIREDO FILHO BOREL AP 22;SMS RIO CMS CARLOS FIGUEIREDO FILHO BOREL AP 22;RIO DE JANEIRO;2778696;CENTRO DE SAUDE/UNIDADE BASICA
UBSF VILA BRASILIA MARIA DIAS DE ASSIS;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797089;CENTRO DE SAUDE/UNIDADE BASICA
UBSF SIDEROPOLIS CARLOS ALBERTO LUCAS;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;2797097;CENTRO DE SAUDE/UNIDADE BASICA
